	elu0	elu30	elu60	elu90	elu120	elu150	elu180	elu210	elu240	elu270	elu300	elu330	elu360	elu390
YHR075C	0.28	-0.23	-0.17	0.05	-0.11	-0.19	-0.15	-0.05	0.14	-0.17	-0.11	0.15	0.12	0.45
YHR076W	0.02	-0.23	-0.19	0.23	-0.25	-0.25	0.23	0.07	0.13	-0.5	0.28	0.08	0.28	0.1
YHR077C	0.08	0.05	-0.55	0.33	0.58	0.27	0.08	-0.01	-0.14	-0.07	0.24	-0.44	-0.53	0.11
YHR078W	0.17	0.23	0.27	0.51	0.26	0.17	0.23	-0.1	-0.08	-1.79	0.18	-0.03	-0.16	0.14
YHR079C	0.08	0.01	0.35	0.22	0.04	-0.01	-0.2	0.01	-0.18	0.2	-0.15	-0.03	-0.44	0.1
YHR079C-A														
YHR080C	0.56	0.05	-0.02	-0.13	-0.09	-0.67	-0.41	0.01	0.27	-0.04	-0.37	0.46	0.36	0.01
YHR081W	0.25	-0.01	0.07	-0.22	0.6	0.29	0.12	-0.13	-0.2	-0.19	0.26	-0.22	-0.39	-0.22
YHR082C	0.59	-0.08	-0.03	-0.16	-0.33	-0.42	-0.15	-0.11	0.18	-0.09	-0.22	0.34	0.47	0
YHR083W	0.14	-0.2	-0.04	-0.51	-0.22	-0.22	-0.1	0.22	0.19	0.06	0.16	0.18	0.14	0.2
YHR084W	-0.92	-0.31	-0.05	0.22	0.12	0.07	0.13	-0.05	0.02	0.12	-0.19	0.37	0.3	0.19
YHR085W	-0.72	0.03	0.34	0.59	0.89	0.42	0.23	-0.05	-0.32	-0.3	0.03	-0.3	-0.47	-0.35
YHR086W	0.12	-0.19	-0.16	-0.55	-0.3	-0.32	0.16	0.39	0.3	0.11	-0.06	0.44	0.29	-0.23
YHR087W	2.38	0.41	0.58	-0.08	-0.59	-0.91	-0.7	-0.26	-0.03	-1.08	-0.78	0.05	0.65	0.35
YHR088W	0.06	-0.08	0.18	0.33	0.94	0.48	0.31	-0.04	-0.03	-0.24	0.01	-0.82	-0.55	-0.55
YHR089C	-1.21	-0.47	-0.38	0.16	0.35	0.45	0.21	0.45	0.13	0.35	0.04	-0.08	-0.1	0.1
YHR090C	1	0	0.07	-0.18	0.23	0.05	0.12	-0.14	-0.04	-0.22	0.07	-0.16	-0.24	-0.55
YHR091C	-0.22	-0.44	-0.44	-0.36	-0.11	0.11	-0.05	0.17	0.21	0.29	0.05	0.24	0.14	0.41
YHR092C	-0.08	-0.08	-0.58	0.42	-0.37	-0.61	-0.48	0.36	0.28	0.47	0.1	0.49	-0.05	0.13
YHR093W	-0.26	0.03	0.49	-0.07	0.25	-0.04	0.12	0.18	-0.02	0.06	-0.02	-0.01	-0.8	0.09
YHR094C	0.42	0.1	-0.37	-0.28	-0.13	-0.9	-0.6	0.04	0.23	0.3	0.19	0.56	0.42	0.02
YHR095W	0.5	0.46	0.48	-0.05	-0.12	0.12	0.17	-0.21	-0.36	-0.51	-0.09	-0.49	0.44	-0.34
YHR096C	1.87	0.91	0.81	0.45	-0.46	-1.07	-0.79	-0.6	-0.07	-0.48	-0.9	-0.09	0.37	0.03
YHR097C	1.97	0.09	0	-0.28	-0.84	-0.68	-0.53	0	-0.02	-0.3	-0.32	0.29	0.33	0.29
YHR098C	-0.55	-0.36	-0.36	-0.05	0.15	-0.01	0.17	0.2	0.49	0.3	-0.12	0.4	-0.12	-0.14
YHR099W	-0.39	-0.57	0.14	0.1	-0.41	-0.11	-0.02	0.18	0.3	0.3	-0.04	0.01	0.32	0.18
YHR100C	-0.64	-0.19	0.14	0.03	0.32	0.25	0.35	0.03	-0.14	-0.02	0.14	-0.06	-0.28	0.06
YHR101C	-0.15	0.16	0.07	-0.18	-0.24	0.05	0.17	0.31	0.02	0.04	0.04	-0.18	-0.08	-0.01
YHR102W	-0.26	-0.08	-0.11	0.09	0.19	0.09	0.22	0.07	-0.01	0.02	-0.14	0.03	-0.2	0.09
YHR103W	-0.14	-0.19	-0.07	-0.24	-0.27	0	0	0.16	0.16	0.17	0.03	0.16	0.2	0.05
YHR104W	0.88	0.14	0.43	0.27	-0.44	-0.59	-0.52	-0.32	-0.12	-0.57	-0.34	0.27	0.35	0.57
YHR105W	0.57	-0.12	-0.04	0.01	0.39	0.07	-0.15	-0.17	-0.15	0.04	-0.09	-0.02	-0.63	0.31
YHR106W	-0.09	-0.04	-0.14	-0.26	-0.1	0	-0.07	0.09	0.22	-0.01	-0.14	0.2	0.25	0.09
YHR107C	-0.83	-0.53	-0.42	-0.53	0.1	-0.15	-0.27	0.71	0.35	0.45	-0.08	0.54	0.27	0.38
YHR108W	-0.12	-0.44	-0.31	-0.27	-0.1	-0.07	0.13	0.37	0.21	0.04	0.25	0.4	-0.04	-0.05
YHR109W	-0.2	-0.2	-0.29	-0.24	0.22	-0.12	-0.16	0.22	0.29	0.23	-0.11	0.07	0.04	0.26
YHR110W	0.04	-0.19	-0.16	-0.23	0.19	0.2	0.46	0.27	-0.08	-0.34	0.01	0.14	-0.18	-0.13
YHR111W	-0.09	-0.07	-0.26	-0.04	-0.2	-0.26	-0.3	0.11	0.31	0.26	-0.07	0.38	-0.14	0.38
YHR112C	0.38	0.14	0.12	0.21	0.26	-0.3	-0.02	-0.15	-0.31	-0.19	-0.12	-0.04	-0.15	0.16
YHR113W	0.55	-0.09	0.03	-0.1	-0.17	-0.21	-0.61	0.08	0.16	-0.15	0.01	0.15	0.15	0.21
YHR114W	0.23	-0.08	-0.13	-0.15	0.17	-0.23	0.17	-0.01	-0.09	-0.04	-0.13	0.21	0.12	-0.04
YHR115C	0.02	-0.02	-0.33	-0.35	0.01	0.08	-0.21	0.17	0.24	0.11	-0.05	0.04	-0.01	0.3
YHR116W	-0.41	-0.21	-0.06	-0.3	0.13	-0.13	0.13	0.05	0.26	0.01	0.23	0.21	0.07	0.03
YHR117W	-0.49	-0.39	-0.15	-0.44	-0.15	-0.26	-0.05	0.31	0.07	0.42	0.18	0.29	0.16	0.49
YHR118C	-0.21	-0.48	-0.19	-0.1	0.01	0.04	0.25	0.17	0.09	0.01	0.28	0.04	-0.03	0.11
YHR119W	-0.55	-0.28	-0.07	-0.17	0.08	0.07	0.08	0.28	0.06	0.33	0.1	0.3	-0.23	0
YHR120W	-0.62	-0.25	-0.2	0.2	0.23	0.23	0.2	0.17	0.11	0.14	-0.01	-0.27	0.07	-0.01
YHR121W	0.11	-0.1	0.04	0.01	0.17	0.16	0.07	-0.07	-0.29	-0.07	0.46	-0.01	-0.25	-0.22
YHR122W	-0.48	-0.12	0.19	0.24	0.36	0.3	0.24	0.06	-0.28	-0.06	0.2	-0.42	-0.32	0.09
YHR123W	-1.07	0.09	0.21	-0.48	-0.02	-0.02	0.06	0.32	0.08	0.24	0.31	0.09	-0.02	0.2
YHR124W	-0.05	-0.24	-0.01	0.32	0.46	0.26	0.23	-0.07	-0.09	-0.07	-0.24	-0.47	-0.11	0.09
YHR125W	0.53	-0.17	0.74		0.18	0.32	0.26	-0.44	-0.31	-0.57	0.28	-0.31	-0.54	0.03
YHR126C	-0.32	-0.64	-0.67	-0.22	0.61	0.71	0.79	0.21	-0.18		0.21	-0.42	-0.04	-0.05
YHR127W	-0.41	-0.43	0.36	-0.45	0	0.35	0.37	0.27	0.12	0.01	0.27	-0.09	-0.2	-0.15
YHR128W	-0.74	-1.05	-0.36	0.27	0.79	0.67	0.61	0.26	-0.55	0.26	0.32	-0.5	-0.17	0.17
YHR129C	0.19	-0.32	-0.14	-0.08	0.26	0.25	-0.1	0.11	-0.03	-0.16	0.29	-0.08	-0.27	0.08
YHR130C	0.59	0.07	0.12	0	0.2	-0.06	0.08	-0.25	0.05	-0.25	0.17	-0.15	-0.25	-0.3
YHR131C	0.15	-0.09	-0.22	-0.08	-0.25	-0.14	-0.37	-0.14	0.2	0.22	-0.06	0.28	0.31	0.2
YHR132C	0.29	-0.2	-0.26	-0.26	-0.24	-0.3	-0.12	0.2	0.35	0.02	-0.03	0.35	0.11	0.07
YHR133C	-0.68	-0.28	-0.24	-0.15	0.02	0.11	-0.22	0.27	0.16	0.32	0.32	0.19	0.07	0.11
YHR134W	-0.11	-0.13	-0.28	-0.26	0.21	-0.13	-0.17	0.12	0.27	0.01	-0.06	0.17	0.01	0.32
YHR135C	-0.36	-0.54	-0.46	-0.19	-0.05	-0.33	-0.26	0.18	0.26	0.46	-0.07	0.47	0.39	0.47
YHR136C	-0.17	0.84	0.56	-0.03	0.48	-0.28	-0.19	-0.19	0.05	-0.26	-0.35	-0.07	-0.07	-0.31
YHR137W	-0.46	-0.42	0.05	0.25	0.66	-0.09	-0.29	0.03	0.35	0.17	0.05	0.07	-0.19	-0.18
YHR138C	0.45	-0.23	0.11	0.01	0.55	-0.36	0.02	-0.17	0.06	-0.13	-0.05	-0.13	-0.07	-0.07
YHR139C	1.33	0.39	0.14	0.02	-0.24	-0.24	-0.36	-0.12	0.17	-0.32	-0.11	-0.32	-0.09	-0.26
YHR139C-A														
YHR140W	0.2	0.33	0.4	-0.07	0.02	-0.76	-0.32	-0.07	0	-0.32	-0.29	0.33	0.4	0.16
YHR141C	-0.39	0.12	0.25	0.25	0.55	0.34	0.25	0.11	-0.18	-0.13	0.14	-0.41	-0.42	-0.46
YHR142W	-0.92	-0.54	-0.3	-0.14	0.14	0.21	0.53	0.37	0.14	0.17	0.09	0.06	-0.06	0.25
YHR143W	0.7	0.54	-0.46	-0.86	-0.53	-1.18	-1.13	-1.23	-0.63	-0.21	0.6	0.85	1.64	1.91
YHR143W-A														
YHR144C	-0.5	0.1	-0.04	0.36	0.54	0.43	0.11	-0.06	-0.48	0.01	0.04	-0.26	-0.3	0.07
YHR145C	0.58	-0.1	0.04	0.25	0.26	0.08	0.04	-0.21	-0.09	-0.27	-0.29	-0.1	-0.33	0.15
YHR146W	0.78	-0.1	0.47	-0.49	-0.29	-0.15	-0.1	0.11	-0.15	-0.04	0.26	-0.07	-0.15	-0.09
YHR147C	0.32	-0.49	-0.02	0.02	0.23	0.02	0.22	-0.05	-0.22	-0.15	0.14	0.05	-0.08	0.02
YHR148W	-0.82	-0.1	0.06	0.42	0.8	0.64	0.45	-0.15	-0.39	0.03	0.27	-0.46	-0.55	-0.2
YHR149C	-1.65	-0.9	-0.78	0.35	0.87	0.8	0.8	0.5	0.02	0.41	0.02	-0.25	-0.33	0.14
YHR150W	0.35	0.07	0.36	-0.21	-0.21	-0.19	-0.19	-0.05	-0.09	-0.09	0.12	0.08	-0.06	0.11
YHR151C	0.39	-0.28	-0.35	0.01	0.1	-0.09	0.1	0.19	-0.09	0.14	0.14	-0.09	-0.33	0.16
YHR152W	-0.24	-0.36	-0.09	-0.11	-0.01	-0.05	-0.06	-0.02	0.06	-0.05	0.4	0.43	0.05	0.04
YHR153C	-0.14	-0.48	0.08	-0.02	0.54	0.36	0.55	-0.02	0.08	-0.21	0.15	-0.3	-0.35	-0.25
YHR154W	0.27	-0.12	0	0.31	-0.12	-0.34	-0.14	0.05	0.32	0.11	0.14	-0.21		-0.27
YHR155W	0	0.05	0	0.26	0.13	-0.12	-0.17	-0.17	0.11	0.04	-0.19	0.2	0.05	-0.19
YHR156C	0.33	-0.06	-0.1	-0.08	0.04	0.18	0.06	-0.19	-0.19	-0.21	0.15	-0.1	0.1	0.06
YHR157W	0.28	-0.34	0.18	0.23	0.33	-0.17	0.07	0.05	0.09	-0.05	0.05	-0.24	-0.34	-0.13
YHR158C	-0.07	-0.31	-0.24	-0.24	-0.41	-0.26	-0.1	-0.1	0.36	0.35	0.19	0.35	0.43	0.07
YHR159W	0.57	0.01	-0.01	-0.01	0.26	-0.28	-0.01	0.1	-0.2	-0.31	-0.15	0.02	-0.09	0.11
YHR160C	0.61	0.01	0.13	-0.07	0.04	0.01	0.11	-0.12	-0.14	-0.27	0.15	-0.12	-0.23	-0.1
YHR161C	0.93	0.25	-0.03	-0.02	0	-0.53	-0.23	-0.08	-0.1	-0.31	-0.23	0.09	0.17	0.09
YHR162W	0.45	0.87	-0.48	-0.61	0.26	-0.01	-0.03	0.02	-0.2	0.02	-0.01	0.09	-0.35	0
YHR163W	-0.79	0.04	0.1	-0.13	0.48	-0.13	0.12	0.29	0.04	0.04	0.12	0.1	-0.19	-0.06
YHR164C	-0.11	-0.38	0.61	-0.06	-0.26	-0.25	-0.07	-0.02	0.18	0.28	0.02	0.09		-0.03
YHR165C	0.16	-0.2	-0.24	-0.08	0.41	0.22	0.38	0.24	-0.35	0.4	-0.05	-0.52	-0.47	0.11
YHR166C	-0.39	-0.35	0.65	-0.3	-0.17	-0.24	-0.06	0.1	0.31	0.3	-0.09	0.08	-0.14	0.31
YHR167W	-0.13	-0.4	-0.17	0.21	0.49	0.29	-0.03	0.33	0.05	0.07	0.16	-0.28	-0.48	-0.09
YHR168W	-0.14	0.09	-0.14	0.02	-0.09	-0.16	-0.25	0.27	0.17	0.21	-0.16	-0.07	0.26	
YHR169W	-0.93	-0.23	0.75	0.42	0.66	0.5	0.01	0.13	-0.36	0.23	-0.02	-0.84	-0.17	-0.15
YHR170W	-1.16	-0.26	0.36	0.13	0.8	0.75	0.23	0.22	0.06	0.46	0.02	-0.72	-0.74	-0.16
YHR171W	0.63	0.16	0.63	-0.03	-0.64	-0.15	-0.5	-0.01	-0.07	-0.34	-0.03	-0.01	0.06	0.32
YHR172W	-0.2	-0.62	0.04	0.08	0.1	0.37	0.36	0.6	0.28	0.01	-0.02	0.13	-0.9	-0.22
YHR173C	-0.52	-0.68	-0.55	-0.28	-0.13	0.43	0.55	0.5	0.38	0.31	0.48	0.01	-0.18	-0.3
YHR174W	0.81	0.25	-0.14	0.54	-0.01	0.1	-0.22	-0.01	-0.35	-0.27	-0.8	-0.31	0.2	0.21
YHR175W	0.21	-0.05	-0.04	-0.23	-0.46	-0.09	0.09	0.14	0.17	0.29	0.15	0.17	-0.09	-0.25
YHR176W	0.3	0.1	-0.3	-0.24	0.04	-0.21	-0.03	0.02	0.14	-0.19	0.05	0.1	0.13	0.1
YHR177W	0.05	-0.07	0.1	-0.11	-0.03	-0.15	-0.13	-0.07	0.29	0.05	-0.03	0.16	-0.09	0.01
YHR178W	0.15	-0.28	0.17	-0.13	-0.26	-0.55	-0.15	-0.02	0.39	0.01	-0.34	0.55	0.38	0.09
YHR179W	-0.76	0	0.13	-0.05	0.48	0.14	0.02	0.27	0.1	0.31	0.02	0.3	-0.37	-0.58
YHR180W	0.36	0.14	0.04	-0.07	0.01	-0.15	0.09	0.04	0.14	-0.07	0.08	0.13	-0.46	-0.29
YHR181W	-0.05	-0.09	-0.11	-0.27	0.11	-0.11	0.06	0.06	0.04	0.07	0.31	0.34	-0.38	0.04
YHR182W	-0.12	-0.01	-0.23	-0.06	0.22	0.08	0.01	0.36	0.36	0.11	-0.17	-0.13	-0.4	-0.01
YHR183W	-0.83	1.56	-0.25	-0.11	0.13	0.25	0.07	0.17	0.44	-1.86	0.13	0.42	0.02	-0.14
YHR184W	0.16	-0.23	0.13	0.15	0.21	-0.02	0.11	0.16	-0.14	0.13	-0.25	-0.08	-0.35	0
YHR185C	0.47	0.2	0.13	-0.19	0.19	-0.17	0.15	0	0	-0.46	0.12	-0.73	0.04	0.24
YHR186C	-0.39	-0.46	-0.3	0.03	-0.04	0.04	0.15	-0.08	0.46	0.29	-0.26	0.46	-0.08	0.17
YHR187W	-0.01	0.11	0.22	-0.13	0.05	-0.1	-0.17	0.05	0.01	-0.04	0.18	0.05	-0.17	-0.04
YHR188C	-0.41	-0.05	-0.34	-0.3	-0.29	0.03	0.08	0.41	0.28	0.24	-0.19	0.06	0.13	0.36
YHR189W	0.79	-0.11	0.11	-0.17	-0.39	-0.12	-0.05	-0.2	-0.14	0.06	0.06	0.02	-0.02	0.17
YHR190W	0.18	0.16	0.01	-0.17	-0.47	-0.34	-0.32	0.16	0.08	0.17	-0.21	0.11	0.28	0.34
YHR191C	0.58	0.22	0.75	-0.01	-0.41	-0.22	-0.09	-0.27	-0.25	-0.23	0.22	-0.11	-0.16	0
YHR192W	-0.12	0.08	-0.07	0.19	-0.18	-0.1	0.02	0.12	-0.17	0.02	0.01	0.08	-0.02	0.16
YHR193C	-0.21	-0.13	0.18	0.25	0.27	0	0.18	0.02	-0.18	-0.11	0.12	-0.1	-0.21	-0.07
YHR194W	-0.12	0.18	0.24	0.13	-0.26	-0.21	-0.08	0.01	-0.1	-0.06	0.06	0.06	-0.1	0.24
YHR195W	1.21	0.03	0.27	0.18	-0.26	-0.31	-0.17	-0.09	-0.29	-0.33	-0.23	-0.05	0.11	-0.07
YHR196W	-1.17	0.25	0.13	0.48	0.46	0.43	0.09	0.21	-0.29	0.26	0.13	-0.51	-0.35	-0.15
YHR197W	-0.3	0.01	0.16	0.34	0.51	0.22	0.13	0.01	-0.15	0.25	0.03	-0.62	-0.21	-0.36
YHR198C	0.44	0.12	0.19	0.13	0.06	-0.05	-0.19	0.01	-0.15	-0.15	0.06	-0.2	-0.17	-0.12
YHR199C	0.53	0.27	0.24	0.22	-0.42	-0.14	-0.06	-0.05	-0.21	-0.06	-0.07	-0.15	-0.06	-0.05
YHR200W	0.27	-0.1	-0.15	-0.55	-0.31	-0.27	-0.27	0.32	0.29	0.13	-0.04	0.17	0.27	0.25
YHR201C	0.04	0.16	0	-0.29	-0.27	-0.17	-0.23	0.13	0.17	0.11	0.05	0.14	0.16	-0.01
YHR202W	-0.03	-0.35	-0.1	-0.27	-0.31	-0.35	-0.19	0.25	0.38	0.17	-0.1	0.24	0.32	0.32
YHR203C	-1.09	-0.28	0.15	-0.25	0.37	0.06	0.07	0.69	0.35	0.31	-0.07	-0.04	-0.13	-0.15
YHR204W	-0.73	-0.11	-0.22	-0.18	0.42	0.08	0.13	0.31	0.2	0.25	-0.26	-0.05	-0.01	0.18
YHR205W	-0.41	0.05	-0.22	-0.15	0.16	-0.13	-0.15	0.13	0.34	0.46	-0.22	0.2	0.09	-0.16
YHR206W	-0.07	-0.25	-0.21	-0.1	0.12	0.28	-0.02	0.36	0.2	0.42	-0.34	-0.16	-0.32	0.12
YHR207C	0.25	0.02	0.14	-0.19	0.02	-0.27	-0.25	-0.05	0.23	0.02	-0.09	0.1	0.22	-0.13
YHR208W	-1.18	-0.34	-0.13	-0.26	0.35	0.25	-0.08	0.33	0.14	0.46	0.12	-0.08	0.09	0.33
YHR209W	0.41	-0.14	-0.29	-0.31	0.01	-0.31	-0.04	-0.02	0.26	-0.02	0.14	0.38	0.05	-0.12
YHR210C	-0.05	-0.03	0.1	0.22	0.14	-0.17	-0.03	0.05	0.19	0.14	-0.17	0.08	-0.75	0.27
YHR211W	-0.03	-0.03	-0.05	-0.34	-0.02	-0.28	0.03	-0.09	0.42	0.28	-0.28	0.4	0.08	-0.1
YHR212C	-0.4	0.52	-0.31	-0.08	0.03	0.05	-0.05	-0.12	0.14	-0.12	0.15	0.03	-0.14	0.29
YHR213W	-0.39	-0.22	0.01	-0.27	-0.39	0.01	-0.04	0.14	0.14	0.24	0.25	0.11	0.12	0.28
YHR214C-B														
YHR214W	0.85	0.2	0.65	-0.37	-0.2	-0.33	-0.39	0.04	-0.05	0.08	-0.28	-0.16	-0.31	0.27
YHR214W-A														
YHR215W	-1.1	0.8	0.45	0.28	-0.19	0.12	-0.08	-0.11	-0.2	0.19	0.12	0.07	-0.13	-0.22
YHR216W	-1.76	-0.07	0.01	-0.01	0.52	0.63	0.35	0.4	-0.07	0.3	0.3	-0.13	-0.5	0.03
YHR217C	-0.29	-0.34	-0.03	0.01	-0.15	0.02	-0.08	0.12	0.09	0.44	-0.08	0.15	-0.03	0.17
YHR218W	-1.43	0.25	-0.28	-0.23	0.06	0.35	0.12	0.36	0.1	0.31	-0.03	0.12	-0.04	0.33
YHR219W	-0.97	-0.32	0.01	-0.03	-0.12	0.37	0.25	0.21	0.2	0.22	-0.21	0.22	0.05	0.14
YIL001W	0.35	0.37	0.01	0.46	0.24	-0.06	0.05	-0.2	-0.4	-0.32	0.14	-0.3	-0.58	0.24
YIL002C	-0.14	0.12	0.19	-0.02	0.02	-0.02	-0.14	-0.19	-0.02	-0.02	-0.12	0.22	0.07	0.07
YIL003W	0.46	0.6	-0.17	0.23	0.42	0.14	0.02	-0.32	-0.23	-0.06	0.02	-0.29	-0.44	-0.38
YIL004C	0.09	0.17	0.25	0.38	0.21	0.04	0.12	-0.08	-0.23	-0.3	0.12	-0.21	-0.32	-0.24
YIL005W	0.05	0	-0.36	-0.41	-0.12	-0.09	-0.2	0.18	0.22	0.18	-0.1	0.22	0.13	0.31
YIL006W	0.64	0.16	-0.02	-0.51	-0.53	-0.59	-0.13	0.05	0.34	-0.07	-0.04	0.36	0.35	-0.02
YIL007C	0.57	-0.24	-0.03	-0.12	0.1	0.15	-0.01	-0.08	0.12	-0.24	-0.12	-0.16	-0.14	0.21
YIL008W	-0.03	0.19	0.09	-0.08	0.21	-0.13	0.16	0.19	-0.42	-0.12	0.28	-0.06	-0.13	-0.13
YIL009W	-0.82	-0.11	-0.17	-0.11	-0.16	0.07	-0.34	0.23	0.1	0.33	-0.07	0.27	0.37	0.42
YIL010W	0.26	0.03	-0.33		-0.01	-0.29	-0.06	0.15	-0.12	-0.31	0.07	0.26	0.21	0.14
YIL011W	-0.72	-0.44	0.11	-0.46	-0.32	-0.01	0.19	0.5	0.19	0.36	0.33	0.13	0.19	-0.05
YIL012W	0.29	-0.01	0.1	-0.3	0.15	-0.27	0.1	0.1	0.01	-0.05	-0.01	-0.37	0.22	0.03
YIL013C	0.03	0.03	0.42	-0.12	-0.02	0.02	0.16	-0.1	0.26	-0.12	0.14	-0.1	-0.61	0.02
YIL014W	0	0.05	0.24	-0.21	-0.06	-0.38	-0.02	0.05	-0.08	-0.15	0.33	0.16	0.06	0.01
YIL015C-A														
YIL015W	-1.04	-0.8	-0.16	-0.29	0.08	-0.01	-0.16	-0.29	-0.24	0.18	0.68	0.87	0.67	0.54
YIL016W	0.15	-0.23	-0.27	-0.03	0.37	-0.04	0.3	0.3	-0.16	-0.23	0.08	-0.11	-0.07	-0.07
YIL017W	0.67	0.49	0.19	0.06	-0.51	-0.49	-0.4	0.08	-0.02	-0.27	-0.31	0.14	0.15	0.22
YIL018W	-1.05	-0.36	0.23	0.54	0.5	0.39	0.3	0.47	0.17	-0.1	-0.04	-0.22	-0.3	-0.52
YIL019W	-0.34	0.37	0.02	0.24	0.76	0.33	0.07	0.11	-0.5	0.03	0.28	-0.69	-0.69	0
YIL020C	-0.39	-0.12	0.09	0.02	0.07	0.24	0.14	0.15	-0.46	0.07	0.04	-0.12	0.07	0.18
YIL021W	-0.22	-0.07	-0.07	-0.15	-0.1	-0.12	-0.2	0.23	-0.02	0.01	0.28	0.07	0.16	0.22
YIL022W	-0.27	-0.4	-0.19	-0.15	-0.2	0.17	0.25	0.31	0.27	-0.01	-0.11	0.13	0.12	0.07
YIL023C	0.23	0.09	0.33	-0.44	-0.31	-0.23	-0.13	0.12	-0.04	-0.2	0.09	0.17	0.16	0.15
YIL024C	-0.03	-0.09	-0.11	-0.18	-0.03	0.12	0.24	0.15	0.13	-0.08	0.17	-0.05	-0.08	-0.16
YIL025C	0.22	0	0.42	-0.37	0.3	0.19	0.17	-0.12	-0.23	-0.33	0.41	-0.19	-0.31	-0.15
YIL026C	-0.29	0.26	0.06	-0.04	0.01	0.25	0.18	-0.11	-0.08	0.06	-0.17	0.08	0.08	-0.29
YIL027C	0.6	0.2	0.24	-0.4	0.09	0.02	0.09	0.04	-0.28	-0.4	0.43	-0.3	-0.28	-0.06
YIL028W	0.52	-0.18	0.08	0.18	-0.16	-0.05	0.16	-0.01	-0.1	-0.25	0.08	-0.38	-0.03	0.15
YIL029C	0.64	-0.16	0.05	-0.03	0.3	0.04	0.01	-0.18	-0.16	-0.31	0.14	-0.03	-0.26	-0.06
YIL030C	-0.83	0.15	-0.46	-0.19	0.1	-0.15	0.24	0.03	0.13	0.19	-0.12	0.56	0.13	0.2
YIL031W	0.53	-0.24	-0.34	0.11	-0.32	-0.17	-0.06	0.05	0.35	0.18	-0.08	0.24	-0.34	0.11
YIL032C	0.33	-0.16	0.4	-0.31	0.1	-0.45	-0.07	0.04	0.32	0.06	-0.03	-0.11		-0.11
YIL033C	0.75	-0.02	0.05	-0.44	-0.26	-0.47	-0.58	0.01	0.08	-0.08	-0.12	0.38	0.35	0.36
YIL034C	1.2	0.14	-0.03	-0.39	-0.43	-0.53	-0.22	0	0.12	-0.33	0.03	0.2	0.14	0.09
YIL035C	0.07	-0.26	-0.02	-0.26	0.1	-0.26	-0.24	0.31	0.03	0.01	0.15	0.05	0.19	0.12
YIL036W	0.88	0.13	-0.06	-0.11	-0.54	-0.57	-0.41	0.04	0.02	-0.24	-0.28	0.56	0.43	0.15
YIL037C	0.32	-0.27	-0.18	0.22	0.08	-0.22	0.01	-0.05	-0.16	-0.07	0.22	-0.11		0.2
YIL038C	0.28	0	-0.04	0.11	-0.13	-0.23	-0.19	-0.08	0.05	-0.06	-0.21	0.4	0.25	-0.15
YIL039W	-0.12	-0.49	-0.24	-0.6	-0.16	0.02	-0.06	0.2	0.2	0.19	0.3	0.24	0.25	0.29
YIL040W	0.2	-0.31	-0.1	-0.23	0.2	0.16	0.41	0.05	-0.1	-0.15	0.23	-0.17	-0.06	-0.14
YIL041W	0.1	0.09	-0.48	-0.34	-0.26	-0.13	-0.19	0.33	0.14	-0.07	0.05	0.22	0.16	0.38
YIL042C	0.25	0.1	0.04	-0.06	-0.25	-0.04	-0.03	-0.07	-0.08	-0.07	-0.33	0.25	0.14	0.15
YIL043C	-0.09	0.02	-0.22	-0.4	-0.04	-0.01	-0.08	0.25	0.09	0.08	0.02	0.07	0.01	0.29
YIL044C	0.48	-0.25	0.03	0.03	0.19	-0.02	-0.12	0.02	-0.12	-0.2	0.02	0.12	-0.08	-0.1
YIL045W	2.22	0.56	-0.08	-0.45	-0.59	-0.24	-0.11	-0.17	-0.2	-0.32	-0.2	-0.11	-0.08	-0.22
YIL046W	-0.7	-0.25	0.07	0.34	0.42	0.24	0.02	0.21	0.06	-0.12	-0.05	-0.12	0.01	-0.12
YIL047C	-0.68	-0.22	0.51	0.04	0.24	0.1	0.01	0.16	-0.17	0.43	-0.14	-0.25	-0.26	0.23
YIL048W	0.14	0	0	-0.06	-0.27	-0.08	0.11	-0.05	0	0.05	0.08	0.05	0.11	-0.08
YIL049W	-0.26	0.1	0.5	-0.36	-0.13	-0.01	-0.01	-0.16	-0.22	-0.09	0.14	0.16	0.02	0.31
YIL050W	0.59	-0.19	0.17	-0.01	-0.14	-0.21	-0.1	0.01	-0.05	-0.05	0.17	0.02	-0.19	-0.01
YIL051C	0.07	0.25	-0.47	0	0.12	-0.21	-0.34	-0.17	-0.14	0.12	0.19	0.17	0.17	0.24
YIL052C	-0.82	-0.34	0.26	0.36	0.4	0.52	0.49	0.25	0.08	-0.12	0.18	-0.29	-0.56	-0.41
YIL053W	-1.19	-0.16	0.44	0.6	1.18	0.6	-0.28	-0.33	-0.62	-0.08	-0.41	-0.66	0.08	0.84
YIL054W	0.74	-0.29	0.09	-0.38	0.24	0.03	0.03	-0.13	0.07	-0.03	0.09	-0.49	0.03	0.01
YIL055C	0.66	0.38	0	0.14	-0.34	-0.34	-1.04	0.17	0.2	-0.21	-0.37	0.15	0.38	0.23
YIL056W	1.35	-0.39	-0.29	-0.34	-0.22	-0.27	-0.07	0.12	0.26	0.05	-0.05	0.24	-0.01	-0.37
YIL057C	0.47	0.7	0	-0.62	-1.2	-0.94	-0.64	-0.19	0.16	-0.32	0.01	0.87	1.04	0.64
YIL058W	0.62	-0.22	0.1	-0.24	0.24	-0.04	-0.04	-0.16	-0.04	-0.24	0.09	-0.04	-0.12	0.1
